,bookId,Genre,NumberOfPeople
29549,43937,classics,5519
29550,43937,poetry,2297
29551,43937,school,833
29553,43937,fiction,1182
29554,43980,essays,6
29555,43980,fantasy,9
29556,43980,adult,17
29557,43980,art,6
29558,43980,comedy,47
29559,43980,contemporary,91
29560,43980,fiction,569
29561,43980,history,190
29562,43980,classics,9
29563,43980,non-fiction,54
29564,43980,novel,71
29565,43980,religion,7
29566,43980,school,19
29567,43980,literature,94
29568,43980,short-stories,158
29570,43994,mystery,413
29571,43994,horror,3
29572,43994,novel,4
29573,43994,fiction,114
29575,43994,adult,11
29576,43994,contemporary,5
29577,43995,adult,7
29578,43995,adventure,20
29579,43995,science-fiction,104
29580,43995,religion,7
29581,43995,novel,17
29582,43995,mystery,331
29583,43995,horror,3
29584,43995,fantasy,6
29586,43995,science,5
29587,43995,fiction,146
29588,43996,adult,11
29589,43996,family,4
29590,43996,contemporary,3
29591,43996,fiction,109
29592,43996,horror,5
29593,43996,mystery,487
29594,43996,novel,5
29596,44018,literature,19
29597,44018,fiction,157
29598,44018,classics,103
29599,44018,contemporary,22
29600,44018,romance,10
29601,44018,novel,68
29602,44018,children,350
29603,44018,school,26
29604,44018,young-adult,21
29606,44018,fantasy,56
29607,44018,short-stories,17
29609,44022,classics,3
29610,44022,fiction,17
29611,44022,biography,11
29612,44022,short-stories,4
29613,44022,romance,4
29614,44022,non-fiction,30
29615,44022,novel,8
29616,44022,literature,5
29617,44022,culture,30
29618,44022,adventure,3
29619,44022,politics,2
29620,44053,classics,12
29621,44053,art,2
29622,44053,non-fiction,9
29623,44053,poetry,346
29624,44053,fiction,6
29625,44053,literature,8
29627,44067,fiction,2
29628,44067,culture,1
29629,44067,classics,4
29630,44067,poetry,226
29632,44067,literature,4
29633,44067,adult,1
29635,44146,fiction,42
29636,44146,classics,5
29637,44146,history,2
29638,44146,mystery,143
29639,44146,novel,5
29640,44146,adult,2
29641,44153,literature,31
29642,44153,contemporary,3
29644,44153,classics,21
29645,44153,fiction,143
29646,44153,novel,32
29647,44153,mystery,186
29648,44153,history,24
29649,44153,tragedy,3
29650,44184,school,398
29651,44184,young-adult,2776
29652,44184,mystery,280
29653,44184,fiction,936
29654,44184,drama,29
29655,44184,novel,33
29656,44184,contemporary,176
29657,44184,classics,21
29658,44184,children,65
29660,44184,culture,17
29661,44229,comedy,22
29663,44229,romance,16
29664,44229,novel,38
29665,44229,history,835
29666,44229,fiction,269
29667,44229,adult,19
29668,44229,mystery,946
29669,44236,history,310
29670,44236,non-fiction,105
29671,44236,literature,3
29672,44236,classics,13
29673,44236,school,6
29674,44236,politics,10
29676,44244,non-fiction,12
29677,44244,history,26
29678,44244,fiction,1
29680,44246,non-fiction,44
29681,44246,history,107
29683,44255,essays,5
29684,44255,adult,9
29685,44255,non-fiction,323
29687,44255,contemporary,7
29688,44255,culture,371
29689,44255,biography,261
29690,44255,literature,5
29691,44255,comedy,86
29692,44255,fiction,49
29693,44296,non-fiction,13
29694,44296,school,3
29695,44296,self-help,5
29696,44296,science,1
29698,44296,family,3
29699,44296,romance,1
29700,44309,biography,19
29701,44309,non-fiction,14
29702,44309,politics,5
29703,44309,novel,19
29704,44309,mystery,4
29705,44309,history,105
29706,44309,fiction,146
29707,44309,classics,4
29708,44309,adult,8
29709,44309,contemporary,14
29710,44309,young-adult,14
29712,44309,school,24
29713,44309,literature,36
29714,44323,history,13
29715,44323,contemporary,13
29716,44323,fiction,142
29717,44323,fantasy,422
29719,44323,adult,8
29720,44323,lgbt,10
29721,44323,romance,33
29722,44323,poetry,10
29723,44323,school,7
29724,44323,science-fiction,36
29725,44323,young-adult,510
29726,44323,short-stories,277
29727,44325,science-fiction,20
29728,44325,romance,24
29729,44325,school,10
29731,44325,young-adult,526
29732,44325,fantasy,313
29733,44325,contemporary,11
29734,44325,children,15
29735,44325,horror,25
29736,44325,lgbt,19
29737,44325,fiction,106
29738,44325,novel,6
29739,44331,novel,4
29741,44331,lgbt,16
29742,44331,young-adult,282
29743,44331,fiction,63
29744,44331,science-fiction,5
29745,44331,romance,8
29746,44331,family,5
29747,44331,fantasy,89
29748,44331,contemporary,7
29749,44331,comedy,2
29750,44331,classics,2
29751,44331,poetry,2
29752,44331,children,17
29753,44380,science-fiction,4
29754,44380,tragedy,4
29755,44380,adult,12
29756,44380,novel,36
29757,44380,romance,6
29758,44380,philosophy,2
29759,44380,fiction,212
29760,44380,contemporary,49
29761,44380,literature,31
29763,44382,art,6
29765,44382,classics,5
29766,44382,fiction,22
29767,44382,philosophy,15
29768,44382,essays,66
29769,44382,non-fiction,71
29770,44382,literature,16
29771,44382,history,3
29772,44382,culture,2
29773,44382,contemporary,2
29774,44382,biography,2
29775,44382,novel,9
29776,44399,non-fiction,85
29777,44399,religion,212
29778,44399,school,4
29779,44399,self-help,42
29781,44408,self-help,5
29782,44408,school,4
29783,44408,religion,86
29785,44408,non-fiction,17
29787,44455,art,1
29788,44455,fiction,5
29789,44455,comedy,6
29790,44455,school,2
29791,44455,poetry,91
29792,44455,non-fiction,3
29793,44455,short-stories,1
29794,44455,classics,3
29796,44458,poetry,96
29797,44458,literature,13
29798,44458,short-stories,94
29799,44458,classics,38
29800,44458,comedy,29
29801,44458,essays,9
29802,44458,fiction,32
29803,44458,non-fiction,12
29804,44513,classics,7
29805,44513,tragedy,3
29807,44513,young-adult,6
29808,44513,fiction,108
29809,44513,short-stories,117
29810,44513,adult,10
29811,44513,mystery,10
29812,44513,literature,3
29813,44513,horror,20
29814,44513,fantasy,8
29815,44513,children,25
29816,44513,novel,4
29817,44513,comedy,21
29818,44521,tragedy,4
29819,44521,short-stories,404
29820,44521,novel,5
29821,44521,mystery,4
29822,44521,fantasy,25
29823,44521,fiction,238
29824,44521,horror,93
29826,44521,school,12
29827,44521,children,15
29828,44521,literature,8
29829,44521,classics,31
29830,44521,comedy,79
29831,44521,contemporary,8
29832,44521,adult,10
29833,44533,young-adult,3
29835,44533,contemporary,29
29836,44533,adult,8
29837,44533,history,9
29838,44533,lgbt,128
29839,44533,literature,19
29840,44533,novel,5
29841,44533,romance,14
29842,44533,fiction,138
29843,44537,adult,47
29845,44537,fantasy,578
29846,44537,classics,8
29847,44537,young-adult,173
29848,44537,lgbt,509
29849,44537,science-fiction,53
29850,44537,school,8
29851,44537,romance,34
29852,44537,literature,12
29853,44537,fiction,274
29854,44537,contemporary,19
29855,44537,short-stories,738
29856,44539,romance,4
29857,44539,young-adult,23
29858,44539,literature,8
29860,44539,contemporary,12
29861,44539,adult,7
29862,44539,lgbt,115
29863,44539,novel,3
29864,44539,history,2
29865,44539,fiction,97
29866,44543,drama,9
29867,44543,lgbt,21
29868,44543,literature,64
29869,44543,contemporary,27
29870,44543,adult,40
29871,44543,fiction,403
29872,44543,history,1029
29873,44543,tragedy,8
29875,44543,young-adult,11
29876,44543,mystery,11
29877,44543,novel,32
29879,44559,literature,89
29880,44559,poetry,6
29881,44559,fiction,379
29882,44559,philosophy,25
29883,44559,novel,123
29884,44559,contemporary,24
29885,44559,classics,34
29886,44574,children,2
29888,44574,science-fiction,111
29889,44574,science,2
29890,44574,romance,2
29891,44574,horror,6
29892,44574,adult,4
29893,44574,adventure,3
29894,44574,young-adult,6
29895,44574,fantasy,339
29896,44574,fiction,64
29897,44574,history,2
29898,44574,novel,11
29899,44595,adult,174
29900,44595,history,1086
29901,44595,novel,277
29902,44595,fiction,2232
29903,44595,literature,519
29904,44595,romance,67
29905,44595,school,513
29906,44595,contemporary,39
29907,44595,classics,2138
29909,44621,contemporary,69
29910,44621,comedy,3413
29911,44621,biography,2744
29912,44621,family,35
29914,44621,essays,851
29915,44621,adult,79
29916,44621,lgbt,178
29917,44621,short-stories,580
29918,44621,non-fiction,2834
29919,44621,novel,23
29920,44621,fiction,417
29921,44621,literature,45
29922,44630,adult,1
29924,44630,contemporary,1
29925,44630,drama,1
29926,44630,politics,2
29927,44630,mystery,23
29928,44630,fiction,14
29929,44644,philosophy,4
29931,44644,school,3
29932,44644,non-fiction,119
29933,44644,self-help,150
29935,44748,classics,3
29936,44748,fiction,31
29937,44748,history,57
29938,44748,adult,3
29939,44748,romance,55
29940,44748,mystery,30
29942,44749,mystery,31
29943,44749,adult,7
29944,44749,classics,1
29945,44749,fiction,36
29946,44749,history,81
29947,44749,romance,66
29948,44749,fantasy,1
29949,44758,contemporary,2
29950,44758,history,95
29951,44758,fiction,26
29952,44758,mystery,50
29953,44758,classics,3
29954,44758,romance,86
29956,44758,adult,6
29957,44766,adventure,3
29958,44766,fiction,79
29959,44766,mystery,336
29961,44781,culture,7
29962,44781,non-fiction,140
29963,44781,history,16
29964,44781,essays,11
29965,44781,comedy,204
29966,44781,sociology,2
29967,44781,fiction,2
29969,44781,philosophy,5
29970,44781,politics,171
29971,44783,fiction,127
29973,44783,romance,13
29974,44783,mystery,1044
29975,44783,horror,10
29976,44783,adult,26
29977,44783,contemporary,10
29978,44787,children,36
29979,44787,fiction,4
29981,44821,novel,1
29982,44821,adult,5
29983,44821,romance,57
29984,44821,mystery,58
29985,44821,comedy,2
29986,44821,history,91
29987,44821,fiction,5
29989,44826,history,10
29990,44826,non-fiction,65
29991,44826,politics,3
29992,44826,classics,6
29993,44826,essays,45
29994,44826,fiction,5
29995,44826,philosophy,5
29996,44826,literature,1
29997,44826,sociology,2
29999,44826,biography,4
30000,44826,adult,2
30001,44841,short-stories,63
30002,44841,science-fiction,20
30003,44841,science,4
30004,44841,politics,2
30005,44841,history,6
30006,44841,non-fiction,3
30007,44841,contemporary,11
30008,44841,essays,2
30009,44841,fantasy,1
30010,44841,literature,12
30011,44841,fiction,65
30012,44841,novel,2
30014,44866,classics,27
30015,44866,school,2
30016,44866,poetry,124
30017,44866,non-fiction,1
30018,44866,fiction,6
30019,44866,essays,3
30020,44866,literature,3
30022,44866,history,1
30023,44882,school,16
30024,44882,non-fiction,450
30026,44882,science,187
30027,44882,history,23
30028,44906,politics,47
30029,44906,novel,11
30030,44906,history,2212
30031,44906,fiction,38
30032,44906,biography,15
30033,44906,adventure,32
30034,44906,non-fiction,1270
30036,44906,adult,10
30037,44925,school,2
30038,44925,literature,1
30040,44925,adult,2
30041,44925,history,31
30042,44925,adventure,15
30043,44925,fiction,46
30044,44933,non-fiction,68
30045,44933,history,58
30046,44933,culture,5
30047,44933,science,26
30048,44933,school,1
30050,44936,science,7
30051,44936,school,56
30052,44936,non-fiction,159
30054,44950,non-fiction,65
30055,44950,self-help,5
30056,44950,school,2
30057,44950,religion,3
30058,44950,philosophy,65
30059,44950,history,78
30060,44950,culture,5
30061,44950,children,1
30062,44950,literature,4
30064,44950,classics,13
30065,44954,philosophy,6
30066,44954,school,9
30067,44954,science,11
30068,44954,sociology,4
30070,44954,culture,2
30071,44954,history,2
30072,44954,non-fiction,94
30073,44954,politics,11
30074,44982,fiction,22
30075,44982,novel,2
30076,44982,history,3
30077,44982,literature,8
30078,44982,school,1
30079,44982,classics,41
30081,44982,romance,2
30082,44982,short-stories,4
30084,45018,short-stories,1
30085,45018,science-fiction,25
30086,45018,fiction,11
30087,45018,fantasy,142
30088,45035,other,0
30089,45037,other,0
30090,45046,romance,2352
30091,45046,fiction,3623
30092,45046,literature,886
30093,45046,novel,419
30094,45046,history,1527
30095,45046,adult,437
30097,45046,classics,17077
30098,45102,fiction,392
30099,45102,science-fiction,364
30100,45102,romance,29
30101,45102,novel,20
30102,45102,fantasy,4506
30103,45102,science,18
30104,45102,adult,79
30105,45102,young-adult,111
30106,45102,adventure,132
30108,45102,children,167
30109,45112,science-fiction,674
30110,45112,novel,40
30111,45112,fiction,745
30112,45112,fantasy,8931
30113,45112,adult,118
30114,45112,adventure,248
30115,45112,young-adult,155
30116,45112,children,172
30118,45114,fiction,53
30119,45114,mystery,291
30120,45114,novel,2
30122,45114,adult,3
30123,45116,adult,4
30124,45116,novel,10
30125,45116,mystery,549
30127,45116,fiction,87
30128,45119,fiction,69
30129,45119,mystery,394
30130,45119,novel,9
30132,45121,adult,3
30133,45121,mystery,380
30135,45121,novel,3
30136,45121,fiction,57
30137,45179,history,152
30139,45179,young-adult,116
30140,45179,literature,38
30141,45179,classics,1173
30142,45179,family,43
30143,45179,fantasy,18
30144,45179,fiction,434
30145,45179,adventure,88
30146,45179,children,2107
30147,45179,novel,54
30148,45181,novel,38
30149,45181,school,14
30150,45181,adventure,75
30151,45181,young-adult,149
30152,45181,literature,33
30153,45181,science-fiction,37
30154,45181,history,30
30155,45181,classics,685
30156,45181,fantasy,834
30157,45181,family,13
30159,45181,children,1619
30160,45181,fiction,315
30161,45183,history,6
30162,45183,young-adult,85
30163,45183,science-fiction,27
30164,45183,school,6
30165,45183,literature,15
30166,45183,fiction,175
30167,45183,novel,9
30168,45183,classics,313
30169,45183,children,709
30170,45183,adventure,32
30172,45183,fantasy,576
30173,45207,literature,10
30174,45207,history,15
30175,45207,mystery,127
30176,45207,novel,16
30178,45207,classics,226
30179,45207,fiction,71
30180,45220,school,20
30181,45220,novel,69
30183,45220,young-adult,348
30184,45220,fiction,520
30185,45220,non-fiction,111
30186,45220,classics,162
30187,45220,contemporary,50
30188,45220,drama,17
30189,45220,literature,33
30190,45220,biography,128
30191,45220,adult,24
30193,45234,adult,36
30194,45234,adventure,55
30195,45234,comedy,544
30196,45234,mystery,762
30197,45234,politics,15
30198,45234,short-stories,12
30199,45234,contemporary,42
30200,45234,fiction,670
30201,45234,novel,65
30202,45250,science,5
30204,45250,science-fiction,501
30205,45250,novel,5
30206,45250,fiction,46
30207,45250,fantasy,6
30208,45250,mystery,44
30209,45250,adventure,2
30211,45252,fiction,438
30212,45252,adventure,32
30213,45252,fantasy,49
30214,45252,mystery,16
30215,45252,novel,24
30216,45252,science,22
30217,45252,science-fiction,4008
30218,45252,adult,13
30220,45253,science-fiction,698
30221,45253,novel,4
30222,45253,mystery,56
30223,45253,fiction,57
30224,45253,fantasy,6
30225,45253,adventure,3
30226,45253,science,5
30227,45255,novel,2
30228,45255,horror,2
30229,45255,science-fiction,323
30230,45255,fiction,34
30231,45255,science,6
30232,45255,fantasy,7
30234,45289,lgbt,3
30235,45289,politics,1
30236,45289,poetry,20
30238,45289,non-fiction,33
30239,45289,philosophy,2
30240,45289,biography,63
30241,45289,history,28
30242,45289,classics,2
30244,45310,mystery,100
30245,45310,science-fiction,1100
30246,45310,philosophy,29
30247,45310,novel,348
30248,45310,contemporary,351
30249,45310,fiction,2756
30250,45310,classics,30
30251,45310,adult,98
30252,45310,literature,411
30253,45310,fantasy,1611
30254,45312,novel,674
30256,45312,classics,158
30257,45312,science-fiction,68
30258,45312,mystery,286
30259,45312,fantasy,2243
30260,45312,history,123
30261,45312,fiction,5200
30262,45312,contemporary,818
30263,45312,adult,222
30264,45312,literature,832
30265,45313,non-fiction,35
30267,45313,novel,42
30268,45313,adult,47
30269,45313,fiction,1050
30270,45313,fantasy,301
30271,45313,short-stories,1359
30272,45313,contemporary,181
30273,45313,literature,168
30274,45316,contemporary,468
30275,45316,drama,41
30276,45316,fiction,2019
30277,45316,lgbt,261
30279,45316,mystery,107
30280,45316,romance,294
30281,45316,novel,340
30282,45316,fantasy,573
30283,45316,literature,314
30284,45316,adult,108
30286,45338,fiction,41
30287,45338,novel,6
30288,45338,literature,3
30289,45338,mystery,104
30290,45338,classics,5
30292,45362,non-fiction,80
30293,45362,self-help,13
30294,45362,religion,226
30296,45378,fiction,55
30297,45378,literature,7
30298,45378,history,63
30299,45378,biography,1
30300,45378,contemporary,2
30301,45378,novel,11
30302,45436,fantasy,687
30303,45436,young-adult,633
30304,45436,science-fiction,74
30305,45436,school,7
30306,45436,novel,28
30307,45436,religion,9
30308,45436,fiction,179
30309,45436,contemporary,12
30310,45436,children,256
30311,45436,adventure,42
30313,45436,comedy,48
30314,45436,horror,109
30315,45449,adventure,1102
30316,45449,young-adult,6511
30317,45449,fantasy,11377
30319,45449,comedy,244
30320,45449,horror,336
30321,45449,children,5723
30322,45449,fiction,2303
30323,45449,mystery,285
30324,45449,novel,170
