,bookId,Genre,NumberOfPeople
28203,41810,science,50
28204,41810,novel,75
28205,41810,science-fiction,4038
28206,41810,mystery,277
28208,41814,science,4
28209,41814,history,8
28210,41814,non-fiction,125
28211,41814,fiction,6
28212,41814,literature,2
28213,41814,school,2
28214,41814,biography,266
28215,41814,essays,9
28216,41814,science-fiction,51
28219,41820,novel,45
28220,41820,science-fiction,2220
28221,41820,science,29
28222,41820,literature,6
28223,41820,fiction,315
28224,41820,classics,55
28225,41820,adventure,13
28226,41820,fantasy,28
28227,41822,mystery,34
28228,41822,adventure,25
28229,41822,fantasy,30
28230,41822,fiction,304
28231,41822,novel,41
28232,41822,classics,41
28233,41822,school,6
28234,41822,science,27
28235,41822,science-fiction,2117
28237,41822,romance,6
28238,41840,science-fiction,19
28239,41840,fiction,7
28240,41840,fantasy,46
28241,41840,adult,1
28243,41840,horror,1
28244,41840,short-stories,27
28246,41887,non-fiction,6
28247,41887,young-adult,2
28248,41887,adult,10
28249,41887,art,7
28250,41887,poetry,56
28251,41887,classics,8
28252,41887,comedy,124
28253,41887,fiction,34
28254,41887,literature,4
28255,41887,children,104
28256,41899,children,2910
28258,41899,adventure,130
28259,41899,fantasy,10012
28260,41899,comedy,143
28261,41899,young-adult,2703
28262,41899,fiction,2068
28263,41899,short-stories,207
28264,41899,school,81
28265,41899,novel,102
28266,41899,horror,159
28267,41899,history,96
28268,41899,science-fiction,339
28269,41908,fantasy,58451
28270,41908,children,15612
28272,41908,adventure,2390
28273,41908,classics,1626
28274,41908,fiction,15394
28275,41908,science-fiction,2795
28276,41908,mystery,682
28277,41908,young-adult,23145
28278,41908,horror,1337
28279,41908,novel,1818
28281,41918,contemporary,5
28282,41918,adult,12
28283,41918,biography,98
28284,41918,fiction,6
28285,41918,sociology,105
28286,41918,culture,8
28287,41918,politics,24
28288,41918,non-fiction,829
28289,41918,mystery,11
28290,41918,history,76
28291,41918,family,8
28292,41918,school,120
28293,41951,adult,43
28295,41951,fiction,495
28296,41951,contemporary,88
28297,41951,drama,15
28298,41951,family,15
28299,41951,novel,42
28300,41951,romance,125
28301,41951,literature,15
28302,41996,fiction,21
28303,41996,family,2
28304,41996,comedy,2
28305,41996,romance,33
28307,41996,contemporary,4
28308,41996,adult,2
28309,42036,literature,70
28310,42036,fiction,109
28311,42036,young-adult,18
28312,42036,history,26
28313,42036,school,18
28314,42036,fantasy,8
28315,42036,drama,17
28316,42036,classics,320
28317,42036,children,158
28319,42036,poetry,13
28320,42036,romance,11
28321,42036,short-stories,60
28322,42036,non-fiction,12
28323,42036,novel,17
28324,42040,short-stories,4
28325,42040,non-fiction,12
28326,42040,school,32
28327,42040,romance,27
28328,42040,poetry,834
28329,42040,classics,423
28330,42040,fiction,34
28331,42040,drama,6
28333,42040,history,8
28334,42040,literature,43
28335,42057,fantasy,5
28337,42057,children,311
28338,42057,classics,8
28339,42057,young-adult,179
28340,42057,adventure,27
28341,42057,literature,5
28342,42057,mystery,27
28343,42057,novel,9
28344,42057,school,77
28345,42057,fiction,82
28346,42057,history,448
28348,42143,science-fiction,65
28349,42143,fiction,200
28350,42143,mystery,25
28351,42143,literature,21
28352,42143,horror,79
28353,42143,fantasy,401
28354,42143,essays,4
28355,42143,contemporary,10
28356,42143,comedy,3
28357,42143,adventure,3
28358,42143,adult,11
28359,42143,novel,26
28360,42146,adventure,2
28361,42146,adult,2
28362,42146,contemporary,8
28363,42146,fiction,87
28364,42146,horror,29
28365,42146,fantasy,190
28366,42146,science-fiction,40
28368,42146,novel,5
28369,42146,literature,7
28370,42156,novel,72
28371,42156,romance,2135
28372,42156,fiction,1633
28373,42156,young-adult,36
28374,42156,contemporary,593
28375,42156,adult,506
28377,42156,drama,47
28378,42157,school,9
28379,42157,young-adult,125
28380,42157,romance,2
28381,42157,fiction,66
28382,42157,family,2
28383,42157,contemporary,14
28384,42157,children,211
28386,42158,drama,3
28387,42158,novel,11
28388,42158,comedy,61
28390,42158,romance,1
28391,42158,contemporary,9
28392,42158,lgbt,19
28393,42158,adult,5
28394,42158,literature,5
28395,42158,fiction,84
28397,42172,self-help,5
28398,42172,fiction,199
28399,42172,religion,56
28400,42172,adult,43
28401,42172,contemporary,31
28402,42172,drama,10
28403,42172,family,13
28404,42172,novel,15
28405,42172,romance,30
28406,42172,young-adult,6
28407,42177,romance,7
28409,42177,fiction,22
28410,42177,contemporary,3
28411,42177,culture,5
28412,42177,mystery,4
28413,42210,drama,121
28414,42210,fiction,93
28415,42210,classics,325
28416,42210,school,140
28417,42210,philosophy,7
28418,42210,poetry,47
28419,42210,literature,43
28421,42300,fiction,3
28423,42300,contemporary,2
28424,42300,short-stories,5
28425,42300,romance,9
28426,42337,young-adult,28
28427,42337,children,584
28428,42337,school,10
28429,42337,comedy,7
28430,42337,family,16
28431,42337,classics,71
28432,42337,history,46
28434,42337,fiction,101
28436,42359,family,4
28437,42359,school,6
28438,42359,literature,2
28439,42359,fiction,37
28440,42359,fantasy,3
28441,42359,history,5
28442,42359,comedy,4
28443,42359,classics,10
28444,42359,children,165
28445,42359,adventure,2
28446,42359,mystery,2
28447,42359,young-adult,14
28448,42359,contemporary,2
28449,42366,children,206
28450,42366,young-adult,17
28451,42366,science-fiction,5
28452,42366,adventure,3
28453,42366,classics,8
28454,42366,novel,5
28455,42366,fantasy,86
28456,42366,fiction,31
28457,42366,horror,4
28459,42366,comedy,5
28460,42366,school,4
28461,42380,young-adult,4
28462,42380,children,33
28463,42380,fiction,7
28464,42380,history,17
28466,42389,adult,28
28468,42389,non-fiction,1981
28469,42389,history,3939
28470,42389,biography,205
28471,42389,fiction,31
28472,42389,adventure,16
28473,42390,biography,14
28474,42390,history,4
28475,42390,non-fiction,10
28478,42435,non-fiction,597
28479,42435,adult,5
28480,42435,biography,20
28481,42435,adventure,22
28482,42435,history,800
28483,42447,novel,10
28484,42447,children,745
28485,42447,classics,83
28486,42447,family,14
28487,42447,fiction,130
28488,42447,school,31
28489,42447,young-adult,83
28491,42447,history,226
28492,42485,children,660
28493,42485,classics,130
28494,42485,family,5
28495,42485,fiction,140
28496,42485,history,132
28497,42485,novel,5
28498,42485,school,4
28500,42485,young-adult,53
28501,42513,biography,118
28502,42513,classics,6
28503,42513,history,1211
28504,42513,fiction,10
28505,42513,non-fiction,492
28506,42513,politics,5
28508,42513,adult,6
28509,42519,politics,29
28511,42519,history,162
28512,42519,biography,237
28513,42519,non-fiction,87
28514,42525,biography,22
28515,42525,history,19
28516,42525,politics,5
28517,42525,non-fiction,9
28519,42525,school,1
28520,42547,classics,17
28521,42547,biography,1069
28523,42547,sociology,11
28524,42547,self-help,6
28525,42547,school,6
28526,42547,philosophy,21
28527,42547,politics,110
28528,42547,culture,7
28529,42547,religion,27
28530,42547,non-fiction,492
28531,42547,history,297
28532,42573,history,18
28533,42573,school,12
28535,42573,novel,17
28536,42573,children,567
28537,42573,classics,392
28538,42573,literature,18
28539,42573,fantasy,247
28540,42573,fiction,168
28541,42573,young-adult,34
28542,42573,adventure,13
28543,42589,fiction,85
28544,42589,adult,2
28545,42589,classics,6
28546,42589,literature,6
28547,42589,mystery,166
28548,42589,novel,16
28549,42589,short-stories,4
28551,42603,fiction,59
28552,42603,politics,83
28553,42603,adult,30
28554,42603,biography,1088
28555,42603,classics,377
28556,42603,culture,40
28557,42603,sociology,108
28558,42603,school,123
28560,42603,non-fiction,1765
28561,42603,literature,21
28562,42603,history,492
28563,42604,self-help,7
28564,42604,religion,21
28565,42604,romance,24
28566,42604,non-fiction,44
28567,42604,family,2
28568,42604,comedy,2
28569,42604,adult,3
28571,42615,novel,5
28573,42615,mystery,13
28574,42615,literature,2
28575,42615,fiction,66
28576,42615,adventure,4
28577,42615,history,173
28578,42631,adult,3
28579,42631,non-fiction,174
28580,42631,philosophy,4
28582,42631,school,4
28583,42631,self-help,69
28584,42631,religion,308
28585,42647,romance,432
28586,42647,contemporary,178
28588,42647,adventure,39
28589,42647,classics,194
28590,42647,fiction,2633
28591,42647,drama,51
28592,42647,literature,325
28593,42647,novel,221
28594,42647,school,79
28595,42647,adult,216
28596,42647,history,3861
28598,42661,politics,7
28599,42661,non-fiction,411
28600,42661,history,1150
28601,42691,religion,10
28602,42691,culture,7
28603,42691,adult,10
28604,42691,adventure,5
28606,42691,contemporary,13
28607,42691,drama,6
28608,42691,mystery,10
28609,42691,history,371
28610,42691,literature,12
28611,42691,novel,31
28612,42691,classics,10
28613,42691,fiction,229
28614,42692,drama,4
28615,42692,adult,16
28616,42692,adventure,7
28617,42692,contemporary,4
28618,42692,mystery,21
28619,42692,history,649
28620,42692,literature,34
28621,42692,classics,38
28622,42692,novel,36
28623,42692,politics,3
28624,42692,school,5
28625,42692,fiction,327
28627,42692,non-fiction,5
28628,42693,contemporary,2
28629,42693,adult,2
28631,42693,fiction,56
28632,42693,literature,2
28633,42693,politics,13
28634,42693,history,37
28635,42693,mystery,8
28637,42695,history,66
28638,42695,fiction,49
28639,42695,adventure,5
28640,42695,classics,2
28641,42695,literature,3
28642,42695,non-fiction,2
28643,42695,mystery,6
28644,42695,politics,2
28645,42695,novel,5
28647,42697,religion,22
28648,42697,politics,9
28649,42697,novel,105
28650,42697,non-fiction,10
28651,42697,mystery,14
28652,42697,literature,80
28653,42697,history,1594
28654,42697,fiction,881
28655,42697,culture,10
28656,42697,contemporary,32
28657,42697,classics,252
28658,42697,adventure,19
28659,42697,adult,43
28660,42701,other,0
28661,42706,adult,6
28662,42706,contemporary,41
28663,42706,literature,19
28664,42706,classics,3
28665,42706,fiction,217
28666,42706,family,4
28668,42706,novel,24
28669,42706,comedy,70
28671,42738,school,4
28672,42738,novel,32
28673,42738,literature,19
28674,42738,fiction,225
28675,42738,family,4
28676,42738,contemporary,41
28677,42738,comedy,80
28678,42738,adult,6
28679,42777,science,11
28680,42777,non-fiction,47
28681,42777,nature,26
28682,42777,history,8
28683,42777,biography,7
28684,42777,literature,1
28686,42777,classics,1
28687,42818,comedy,18
28689,42818,adventure,9
28690,42818,classics,1
28691,42818,biography,7
28692,42818,culture,7
28693,42818,non-fiction,6
28694,42818,short-stories,44
28695,42818,contemporary,3
28696,42818,fiction,95
28698,42819,comedy,15
28699,42819,adventure,5
28700,42819,novel,2
28701,42819,biography,138
28702,42819,non-fiction,104
28703,42819,fiction,11
28704,42819,philosophy,1
28705,42819,culture,15
28706,42849,school,2
28707,42849,science,8
28709,42849,nature,1
28710,42849,non-fiction,47
28712,42862,religion,5
28713,42862,school,1
28714,42862,self-help,18
28715,42862,contemporary,1
28716,42862,non-fiction,20
28718,42869,school,1
28719,42869,self-help,6
28720,42869,non-fiction,5
28721,42869,religion,9
28722,42878,biography,2972
28723,42878,fiction,131
28724,42878,adult,192
28725,42878,adventure,649
28726,42878,comedy,2427
28727,42878,essays,50
28728,42878,culture,3969
28729,42878,history,256
28730,42878,nature,860
28731,42878,non-fiction,8803
28732,42878,science,113
28734,42878,contemporary,45
28735,42929,adventure,35
28737,42929,literature,19
28738,42929,classics,18
28739,42929,contemporary,9
28740,42929,fiction,387
28741,42929,drama,5
28742,42929,history,576
28743,42929,mystery,10
28744,42929,novel,33
28745,42929,politics,4
28746,42929,romance,4
28747,42933,adult,17
28748,42933,adventure,116
28749,42933,classics,60
28750,42933,contemporary,16
28751,42933,drama,11
28752,42933,culture,21
28754,42933,fiction,766
28755,42933,history,1289
28756,42933,literature,26
28757,42933,mystery,19
28758,42933,romance,7
28759,42933,novel,64
28761,42934,novel,1
28762,42934,adventure,6
28763,42934,history,13
28764,42934,mystery,3
28765,42934,fiction,8
28766,42953,culture,29
28767,42953,history,685
28769,42953,classics,5
28770,42953,fiction,291
28771,42953,literature,13
28772,42953,adult,4
28773,42953,non-fiction,35
28774,42953,adventure,16
28775,42953,novel,29
28776,42955,philosophy,3
28778,42955,young-adult,8
28779,42955,politics,2
28780,42955,novel,28
28781,42955,fiction,222
28782,42955,history,128
28783,42955,culture,18
28784,42955,contemporary,11
28785,42955,classics,18
28786,42955,literature,13
28787,42955,adult,7
28788,42955,adventure,16
28789,42955,drama,4
28791,42956,romance,21
28792,42956,novel,10
28793,42956,drama,3
28794,42956,history,103
28795,42956,culture,2
28796,42956,classics,5
28797,42956,adult,4
28798,42956,literature,4
28799,42956,fiction,88
28800,42959,non-fiction,68
28802,42959,literature,2
28803,42959,history,123
28804,42959,fiction,16
28805,42959,politics,10
28806,42959,classics,7
28807,42959,biography,2
28808,42959,culture,4
28809,42986,classics,77
28810,42986,novel,33
28811,42986,literature,24
28813,42986,adult,14
28814,42986,romance,11
28815,42986,non-fiction,5
28816,42986,fiction,436
28817,42986,family,5
28818,42986,drama,5
28819,42986,contemporary,7
28820,42986,history,1008
28821,42988,novel,11
28822,42988,culture,12
28823,42988,non-fiction,3
28824,42988,literature,17
28825,42988,fiction,120
28826,42988,contemporary,8
28827,42988,comedy,34
28828,42988,classics,7
28829,42988,biography,1
28830,42988,adventure,2
28832,42989,culture,6
28833,42989,classics,4
28834,42989,contemporary,3
28835,42989,history,225
28836,42989,fiction,98
28837,42989,non-fiction,4
28838,42989,novel,8
28839,42989,religion,2
28841,42989,literature,7
28842,42990,fiction,40
28843,42990,contemporary,4
28844,42990,classics,4
28845,42990,novel,13
28847,42990,adventure,1
28848,42990,literature,4
28849,42990,drama,2
28850,42990,history,13
28851,43035,history,410
28852,43035,young-adult,581
28853,43035,school,173
28854,43035,novel,261
28855,43035,nature,95
28856,43035,drama,42
28857,43035,fiction,2319
28858,43035,adventure,782
28860,43035,fantasy,35
28861,43035,children,952
28862,43035,classics,5198
28863,43035,literature,323
28864,43037,children,47
28866,43037,short-stories,49
28867,43037,school,17
28868,43037,novel,14
28869,43037,nature,4
28870,43037,literature,50
28871,43037,history,12
28872,43037,young-adult,22
28873,43037,fantasy,4
28874,43037,drama,5
28875,43037,classics,398
28876,43037,adventure,38
28877,43037,adult,6
28878,43037,fiction,224
28880,43045,mystery,37
28881,43045,fiction,5
28882,43045,contemporary,1
28883,43045,culture,1
28884,43051,mystery,46
28886,43051,non-fiction,1
28887,43051,fiction,59
28888,43051,history,31
28889,43051,contemporary,2
28890,43051,adventure,15
28891,43058,mystery,23
28892,43058,adventure,8
28893,43058,fiction,30
28895,43058,science-fiction,1
28896,43058,history,13
28897,43058,horror,1
28898,43059,history,26
28899,43059,mystery,44
28900,43059,fiction,55
28902,43059,adventure,16
28903,43061,science,2
28904,43061,novel,2
28905,43061,mystery,38
28906,43061,history,26
28907,43061,non-fiction,1
28908,43061,contemporary,2
28909,43061,adventure,14
28911,43061,fiction,50
28912,43072,non-fiction,20
28913,43072,children,28
28914,43072,history,13
28916,43072,biography,36
28917,43081,mystery,50
28918,43081,contemporary,4
28919,43081,fiction,11
28921,43081,non-fiction,309
28922,43081,adventure,7
28923,43081,culture,84
28924,43081,history,11
28925,43081,biography,153
28926,43098,classics,1901
28927,43098,essays,144
28928,43098,history,1292
28929,43098,literature,65
28930,43098,non-fiction,4125
28931,43098,philosophy,3451
28932,43098,politics,3208
28933,43098,school,564
28935,43098,sociology,355
28936,43106,history,907
28938,43106,school,20
28939,43106,science,5
28940,43106,essays,5
28941,43106,non-fiction,319
28942,43106,politics,80
28943,43150,classics,71
28945,43150,religion,31
28946,43150,politics,5
28947,43150,philosophy,703
28948,43150,non-fiction,139
28949,43150,essays,4
28950,43150,literature,3
28951,43150,fiction,3
28952,43150,history,12
28953,43150,self-help,2
28954,43150,school,11
28955,43180,classics,2332
28957,43180,school,409
28958,43180,poetry,131
28959,43180,history,615
28960,43180,fiction,445
28961,43180,drama,673
28962,43180,adult,24
28963,43180,literature,174
28965,43268,culture,1
28966,43268,novel,2
28967,43268,sociology,1
28968,43268,biography,31
28969,43268,history,2
28970,43268,non-fiction,31
28971,43268,religion,4
28972,43268,science,3
28973,43273,non-fiction,106
28974,43273,family,3
28975,43273,children,19
28976,43273,adult,2
28977,43273,school,13
28979,43273,self-help,13
28980,43278,essays,7
28982,43278,philosophy,1
28983,43278,school,1
28984,43278,self-help,28
28985,43278,art,2
28986,43278,non-fiction,31
28987,43313,classics,5
28988,43313,sociology,3
28989,43313,science,4
28990,43313,politics,14
28991,43313,culture,10
28992,43313,history,369
28993,43313,biography,5
28994,43313,non-fiction,206
28996,43325,mystery,518
28997,43325,novel,51
28998,43325,young-adult,5
28999,43325,fiction,307
29000,43325,romance,58
29001,43325,contemporary,28
29002,43325,adult,18
29004,43325,drama,24
29005,43325,literature,4
29006,43331,fantasy,3
29008,43331,drama,3
29009,43331,adult,16
29010,43331,contemporary,3
29011,43331,fiction,71
29012,43331,mystery,293
29013,43331,novel,3
29014,43332,contemporary,4
29015,43332,drama,5
29016,43332,short-stories,16
29017,43332,mystery,378
29018,43332,romance,11
29020,43332,novel,3
29021,43332,adult,16
29022,43332,fiction,76
29023,43335,romance,3
29025,43335,novel,9
29026,43335,contemporary,4
29027,43335,adult,24
29028,43335,fiction,87
29029,43335,mystery,449
29031,43338,fiction,2
29032,43338,mystery,8
29033,43338,short-stories,5
29034,43340,romance,11
29035,43340,novel,4
29036,43340,contemporary,4
29037,43340,fiction,95
29038,43340,adult,23
29039,43340,mystery,504
29042,43342,horror,5
29043,43342,mystery,1093
29044,43342,novel,8
29045,43342,fiction,187
29046,43342,contemporary,21
29047,43342,adult,48
29048,43342,romance,24
29049,43348,essays,3
29050,43348,history,3
29052,43348,non-fiction,75
29053,43348,biography,145
29054,43348,fiction,4
29055,43348,mystery,5
29056,43348,adult,7
29057,43352,contemporary,10
29058,43352,drama,5
29059,43352,mystery,945
29061,43352,adult,43
29062,43352,fiction,155
29063,43352,horror,5
29064,43352,novel,11
29065,43352,romance,24
29066,43360,adult,16
29067,43360,biography,18
29068,43360,fiction,75
29069,43360,history,206
29070,43360,mystery,22
29071,43360,non-fiction,11
29072,43360,novel,6
29073,43360,romance,39
29075,43360,politics,4
29076,43363,history,99
29077,43363,biography,126
29078,43363,non-fiction,55
29079,43363,science,5
29081,43363,adult,2
29082,43363,politics,5
29083,43371,religion,2
29085,43371,politics,158
29086,43371,history,51
29087,43371,non-fiction,133
29088,43371,essays,7
29089,43371,biography,44
29090,43371,philosophy,5
29091,43372,essays,28
29092,43372,history,102
29093,43372,non-fiction,589
29094,43372,philosophy,50
29095,43372,science,4
29096,43372,religion,334
29097,43372,self-help,5
29098,43372,sociology,4
29100,43372,politics,115
29101,43372,biography,198
29102,43375,biography,5
29103,43375,philosophy,3
29104,43375,history,5
29105,43375,essays,28
29106,43375,art,2
29107,43375,short-stories,2
29108,43375,non-fiction,18
29109,43375,politics,11
29111,43375,religion,2
29112,43375,literature,6
29113,43377,biography,76
29114,43377,contemporary,3
29115,43377,culture,3
29116,43377,essays,11
29117,43377,history,193
29118,43377,politics,208
29119,43377,non-fiction,201
29121,43377,philosophy,6
29122,43377,mystery,6
29123,43407,fantasy,182
29124,43407,novel,463
29125,43407,literature,480
29126,43407,family,42
29127,43407,contemporary,770
29128,43407,adult,281
29129,43407,comedy,99
29130,43407,classics,57
29131,43407,drama,55
29132,43407,fiction,3579
29134,43407,history,1109
29135,43455,novel,1
29137,43455,young-adult,24
29138,43455,short-stories,2
29139,43455,mystery,4
29140,43455,horror,8
29141,43455,romance,4
29142,43455,drama,4
29143,43455,contemporary,2
29144,43455,adult,3
29145,43455,fiction,12
29147,43457,fiction,20
29148,43457,horror,26
29149,43457,mystery,10
29150,43457,romance,12
29151,43457,young-adult,31
29152,43457,adult,12
29153,43457,contemporary,3
29154,43457,drama,7
29155,43457,children,6
29156,43459,contemporary,4
29157,43459,mystery,8
29158,43459,novel,2
29159,43459,romance,11
29160,43459,young-adult,33
29161,43459,children,4
29162,43459,adult,12
29163,43459,horror,23
29165,43459,fiction,36
29166,43459,drama,6
29167,43460,horror,21
29168,43460,fiction,27
29169,43460,children,4
29170,43460,drama,3
29171,43460,mystery,8
29172,43460,novel,2
29173,43460,romance,7
29174,43460,tragedy,2
29175,43460,young-adult,24
29176,43460,adult,2
29178,43461,young-adult,131
29179,43461,romance,72
29180,43461,novel,3
29181,43461,mystery,46
29182,43461,horror,87
29183,43461,drama,17
29184,43461,contemporary,13
29185,43461,children,9
29186,43461,adult,27
29187,43461,fiction,162
29189,43484,horror,27
29190,43484,fiction,23
29191,43484,adult,11
29192,43484,children,6
29193,43484,drama,6
29194,43484,contemporary,3
29195,43484,young-adult,40
29196,43484,romance,12
29197,43484,novel,2
29198,43484,mystery,16
29200,43486,science,2
29201,43486,horror,32
29202,43486,mystery,22
29203,43486,romance,10
29204,43486,fiction,63
29205,43486,tragedy,2
29206,43486,young-adult,81
29208,43486,drama,10
29209,43486,adult,15
29210,43486,children,6
29211,43488,fiction,27
29212,43488,novel,2
29213,43488,young-adult,24
29214,43488,romance,10
29215,43488,mystery,12
29217,43488,drama,3
29218,43488,children,4
29219,43488,adult,6
29220,43488,horror,19
29222,43490,science,2
29223,43490,adult,14
29224,43490,tragedy,3
29225,43490,young-adult,72
29226,43490,mystery,21
29227,43490,horror,34
29228,43490,fiction,87
29229,43490,romance,15
29230,43490,contemporary,5
29231,43490,children,8
29232,43490,drama,11
29233,43536,non-fiction,90
29234,43536,school,7
29235,43536,philosophy,11
29236,43536,biography,83
29238,43536,self-help,62
29239,43544,school,8
29240,43544,science-fiction,17
29241,43544,short-stories,11
29243,43544,novel,4
29244,43544,mystery,8
29245,43544,literature,10
29246,43544,horror,27
29247,43544,history,2
29248,43544,fiction,32
29249,43544,classics,107
29250,43544,fantasy,7
29251,43545,fantasy,5374
29253,43545,history,1403
29254,43545,adult,134
29255,43545,adventure,217
29256,43545,classics,3071
29257,43545,fiction,2026
29258,43545,literature,254
29259,43545,novel,180
29260,43545,school,135
29261,43545,science-fiction,628
29262,43545,young-adult,420
29263,43545,children,299
29264,43556,short-stories,3
29265,43556,biography,16
29266,43556,non-fiction,15
29267,43556,science-fiction,1
29268,43556,comedy,7
29269,43556,art,3
29270,43556,novel,1
29271,43556,fiction,7
29273,43616,romance,8
29274,43616,religion,1
29275,43616,history,18
29277,43618,short-stories,2
29279,43618,adult,3
29280,43618,adventure,1
29281,43618,family,2
29282,43618,fiction,4
29283,43618,history,34
29284,43618,romance,32
29285,43630,bussiness,2
29286,43630,self-help,30
29288,43630,non-fiction,60
29289,43630,philosophy,2
29290,43630,school,5
29291,43661,comedy,1
29292,43661,fiction,12
29293,43661,mystery,32
29295,43661,adventure,2
29296,43666,adventure,2
29297,43666,mystery,98
29298,43666,comedy,13
29300,43666,fiction,24
29301,43669,drama,1
29302,43669,comedy,9
29304,43669,mystery,94
29305,43669,fiction,27
29306,43673,adventure,2
29307,43673,classics,3
29308,43673,fiction,73
29309,43673,mystery,291
29310,43673,novel,2
29312,43673,tragedy,2
29313,43673,adult,2
29314,43678,history,1
29315,43678,mystery,101
29316,43678,novel,2
29318,43678,fiction,34
29319,43702,lgbt,71
29320,43702,school,6
29321,43702,novel,26
29322,43702,literature,50
29323,43702,drama,3
29324,43702,family,7
29325,43702,contemporary,53
29326,43702,adult,4
29327,43702,fiction,226
29329,43702,history,8
29330,43706,lgbt,2
29331,43706,adult,1
29332,43706,fantasy,32
29333,43706,comedy,3
29334,43706,school,17
29336,43706,literature,7
29337,43706,novel,5
29338,43706,fiction,38
29339,43706,science-fiction,6
29341,43708,science-fiction,5
29342,43708,novel,12
29343,43708,school,36
29344,43708,short-stories,2
29345,43708,fantasy,40
29346,43708,classics,3
29347,43708,comedy,3
29348,43708,contemporary,6
29349,43708,fiction,84
29350,43708,adult,3
29351,43708,literature,19
29352,43758,adult,220
29353,43758,classics,45
29354,43758,contemporary,64
29355,43758,drama,33
29356,43758,fantasy,2258
29357,43758,history,138
29359,43758,mystery,89
29360,43758,novel,112
29361,43758,romance,66
29362,43758,science-fiction,342
29363,43758,tragedy,44
29364,43758,horror,3493
29365,43758,fiction,1577
29366,43763,contemporary,93
29367,43763,classics,1046
29368,43763,young-adult,169
29369,43763,tragedy,119
29370,43763,science-fiction,814
29371,43763,romance,209
29372,43763,novel,355
29373,43763,literature,95
29374,43763,mystery,261
29375,43763,horror,8362
29376,43763,lgbt,98
29377,43763,adventure,109
29378,43763,adult,593
29380,43763,fantasy,6208
29381,43763,drama,102
29382,43763,fiction,4083
29383,43763,history,805
29384,43763,children,97
29385,43781,horror,1142
29386,43781,fiction,505
29387,43781,contemporary,58
29388,43781,fantasy,671
29389,43781,adult,60
29390,43781,history,33
29391,43781,science-fiction,101
29393,43781,novel,20
29394,43781,mystery,14
29395,43781,literature,21
29396,43781,romance,21
29397,43796,science-fiction,2
29399,43796,school,27
29400,43796,literature,2
29401,43796,horror,76
29402,43796,fiction,16
29403,43796,fantasy,26
29404,43796,non-fiction,53
29405,43798,fiction,322
29407,43798,adult,10
29408,43798,fantasy,102
29409,43798,contemporary,13
29410,43798,drama,11
29411,43798,novel,22
29412,43798,tragedy,4
29413,43798,science-fiction,14
29414,43798,horror,178
29415,43798,romance,12
29416,43798,mystery,4
29417,43798,literature,12
29418,43798,history,303
29420,43814,adult,265
29421,43814,classics,103
29422,43814,contemporary,42
29423,43814,history,331
29424,43814,fantasy,2863
29425,43814,fiction,2103
29426,43814,horror,4337
29427,43814,mystery,57
29428,43814,novel,165
29429,43814,romance,81
29430,43814,science-fiction,439
29431,43814,young-adult,33
29432,43814,tragedy,66
29433,43814,lgbt,89
29434,43814,drama,40
29435,43819,history,5
29437,43819,adult,9
29438,43819,fiction,42
29439,43819,horror,74
29440,43819,mystery,2
29441,43819,romance,4
29442,43819,science-fiction,7
29443,43819,fantasy,50
29444,43824,horror,781
29445,43824,adult,39
29446,43824,fantasy,425
29447,43824,history,90
29448,43824,fiction,329
29449,43824,mystery,19
29450,43824,classics,7
29451,43824,novel,19
29452,43824,romance,20
29453,43824,science-fiction,52
29456,43841,fiction,256
29457,43841,romance,14
29458,43841,novel,11
29459,43841,adult,21
29460,43841,non-fiction,5
29461,43841,literature,10
29462,43841,history,1669
29463,43841,classics,8
29464,43841,politics,6
29465,43877,non-fiction,578
29466,43877,fiction,258
29467,43877,religion,15
29468,43877,philosophy,276
29469,43877,novel,61
29470,43877,self-help,1278
29472,43889,children,168
29473,43889,fiction,1015
29474,43889,romance,185
29475,43889,fantasy,10920
29476,43889,novel,64
29477,43889,young-adult,145
29478,43889,adult,222
29479,43889,science-fiction,1101
29480,43889,adventure,298
29483,43893,novel,17
29484,43893,children,184
29485,43893,adult,35
29486,43893,fiction,268
29487,43893,romance,40
29488,43893,science-fiction,361
29489,43893,young-adult,129
29490,43893,fantasy,3381
29491,43893,adventure,105
29492,43895,adult,1
29493,43895,fiction,6
29494,43895,science-fiction,4
29495,43895,short-stories,8
29497,43895,fantasy,32
29498,43918,novel,16
29500,43918,young-adult,121
29501,43918,science-fiction,286
29502,43918,fiction,318
29503,43918,adult,26
29504,43918,adventure,95
29505,43918,children,184
29506,43918,classics,14
29507,43918,fantasy,3521
29508,43918,science,13
29510,43927,adult,27
29511,43927,contemporary,11
29512,43927,mystery,1239
29513,43927,drama,7
29514,43927,fiction,241
29515,43927,novel,7
29516,43930,contemporary,33
29518,43930,adult,111
29519,43930,adventure,38
29520,43930,novel,86
29521,43930,mystery,2179
29522,43930,fiction,418
29523,43930,drama,80
29524,43932,adventure,10
29525,43932,contemporary,9
29526,43932,mystery,1275
29527,43932,novel,8
29529,43932,comedy,24
29530,43932,fiction,240
29531,43932,adult,38
29532,43933,tragedy,58
29533,43933,novel,109
29534,43933,romance,23
29535,43933,mystery,4467
29536,43933,fiction,863
29537,43933,contemporary,59
29538,43933,adult,155
29540,43933,drama,153
29541,43937,adult,41
29542,43937,literature,545
29543,43937,adventure,81
29544,43937,novel,188
29545,43937,non-fiction,41
29546,43937,history,1506
29547,43937,philosophy,73
29548,43937,fantasy,211
